source_id,url,publisher,title,tier,roles,geography,publication_date,retrieved_at,archive_path,sha256
src-af1d52555c1a,https://www.dyson.nl/luchtbehandeling/luchtreiniger-luchtbevochtiger-ventilator/purifier-humidify-cool-formaldehyde-ph04/wit-goud,Dyson NL,Dyson Purifier Humidify+Cool Formaldehyde PH04 product page,A,IDENTITY|PRICE,Netherlands,,2026-08-27,,
src-82149415cc9f,https://www.ikea.com/nl/en/this-is-ikea/,IKEA / Inter IKEA Systems B.V.,IKEA corporate identity page,A,IDENTITY,Netherlands,,2026-08-27,,
src-8d1a8fa1b680,https://www.ikea.com/nl/en/p/starkvind-air-purifier-black-smart-60502013/,IKEA,STARKVIND Air purifier black/smart product page,A,IDENTITY|PRICE,Netherlands,,2026-08-27,,
src-3e9cf2678305,https://winixeurope.eu/en/about-winix/,WINIX Europe,WINIX Europe About page / HQ (Seoul),A,IDENTITY,South Korea,,2026-08-27,,
src-9652b0161bd0,https://winixeurope.eu/en/air-purifiers/air-purifier-winix-t800/,WINIX Europe,WINIX T800 WiFi Air Purifier product page,A,IDENTITY|PRICE,United Kingdom,,2026-08-27,,
src-99dcf6fbf41e,https://coway.co.uk/pages/about-us,Coway UK,Coway About Us page / HQ (Seoul),A,IDENTITY,South Korea,,2026-08-27,,
src-a80922df1d87,https://coway.co.uk/products/airmega-150-white,Coway UK,Coway Airmega 150 (White) product page,A,IDENTITY|PRICE,United Kingdom,,2026-08-27,,
src-3f5eebb68a41,https://coway.co.uk/products/airmega-mighty-black,Coway UK,Coway Airmega Mighty (Black) product page,A,IDENTITY|PRICE,United Kingdom,,2026-08-27,,
src-9643373eeff5,https://levoit.co.uk/pages/about-us,Levoit (VeSync),"Levoit UK About Us page / HQ (Anaheim, CA)",A,IDENTITY,United States,,2026-08-27,,
src-4248e3ef755d,https://levoit.co.uk/products/levoit-core-300s-smart-air-purifier,Levoit (VeSync),Levoit Core 300S Smart Air Purifier product page,A,IDENTITY|PRICE,United Kingdom,,2026-08-27,,
src-2c7426755806,https://levoit.co.uk/products/levoit-oasismist-smart-humidifier,Levoit (VeSync),Levoit OasisMist Smart Humidifier product page,A,IDENTITY|PRICE,United Kingdom,,2026-08-27,,
src-4ec1c1e6d556,https://www.delonghigroup.com/en/media/contacts,De'Longhi Group,De'Longhi Group media contacts / HQ (Treviso),A,IDENTITY,Italy,,2026-08-27,,
src-c426ade87532,https://www.coolblue.nl/product/896292/de-longhi-magnifica-evo-ecam290-61-sb.html,Coolblue (authorized retailer),De'Longhi Magnifica EVO ECAM290.61.SB product page,B,PRICE,Netherlands,,2026-08-27,,
src-376315dbcccd,https://www.coolblue.nl/product/866730/de-longhi-primadonna-soul-ecam-610-75-mb.html,Coolblue (authorized retailer),De'Longhi PrimaDonna Soul ECAM 610.75.MB product page,B,PRICE,Netherlands,,2026-08-27,,
src-8819575c00fc,https://www.jura.com/en/about-jura/press-room/2022/20220630-pm-campus,JURA Elektroapparate AG,JURA press release re: campus / HQ (Niederbuchsiten),A,IDENTITY,Switzerland,,2026-08-27,,
src-2803765b861a,https://www.coolblue.nl/product/947475/jura-e8-piano-black-ec.html,Coolblue (authorized retailer),JURA E8 Piano Black (EC) product page,B,PRICE,Netherlands,,2026-08-27,,
src-b55e0d6debed,https://www.melitta-group.com/en/karriere/we-are-melitta/our-locations/Minden,Melitta Group,Melitta Group locations page / HQ (Minden),A,IDENTITY,Germany,,2026-08-27,,
src-2302286267a9,https://www.coolblue.nl/product/808752/melitta-barista-t-smart-zwart-f830-102.html,Coolblue (authorized retailer),Melitta Barista T Smart F830-102 product page,B,PRICE,Netherlands,,2026-08-27,,
src-7312ced18ec8,https://www.nespresso.com/pro/nl/en/legal,Nestle Nespresso SA,"Nespresso legal page (jurisdiction: Lausanne, Switzerland)",A,IDENTITY,Switzerland,,2026-08-27,,
src-13bf8991ff89,https://www.nespresso.com/nl/en/koffiemachines/vertuo/vertuo-next,Nespresso,Nespresso Vertuo Next product page,A,IDENTITY|PRICE,Netherlands,,2026-08-27,,
src-c7ac6e0a1d10,https://www.sageappliances.com/se/en/legal/modern-slavery-act-statement-by-breville-group-limited---subsidi.html,Breville Group Limited,Breville Group legal statement / HQ (Sydney),A,IDENTITY,Australia,,2026-08-27,,
src-aced02fcbd4d,https://www.coolblue.nl/product/855808/sage-barista-express-stainless-steel.html,Coolblue (authorized retailer),Sage Barista Express Stainless Steel product page,B,PRICE,Netherlands,,2026-08-27,,
src-aabf7b9f719d,https://www.groupeseb.com/en,Groupe SEB,Groupe SEB corporate site / HQ (Ecully),A,IDENTITY,France,,2026-08-27,,
src-1ace9a2c2e28,https://www.coolblue.nl/product/936426/krups-nescafe-dolce-gusto-piccolo-xs-kp1a31.html,Coolblue (authorized retailer),Krups NESCAFE Dolce Gusto Piccolo XS KP1A31 product page,B,PRICE,Netherlands,,2026-08-27,,
src-d54e88f5960e,https://www.dyson.nl/stofzuigers/draadloos/v15-detect/absolute-geel-nikkel,Dyson NL,Dyson V15 Detect Absolute product page,A,IDENTITY|PRICE,Netherlands,,2026-08-27,,
src-e1d0c2858132,https://www.sharkninja.nl/shark-powerdetect-speed-pet-pro-clean-and-empty-steelstofzuiger-met-laad-leegstation/IA3241EUT.html,SharkNinja NL,Shark PowerDetect Speed Pet Pro Clean & Empty IA3241EUT product page,A,IDENTITY|PRICE,Netherlands,,2026-08-27,,
src-91c837fb7408,https://us.roborock.com/pages/about-us,"Beijing Roborock Technology Co., Ltd.",Roborock About Us / HQ (Beijing),A,IDENTITY,China,,2026-08-27,,
src-cf0e0969e303,https://us.roborock.com/products/roborock-dyad-pro-combo-5-in-1-vacuum-cleaner,Roborock US,Roborock Dyad Pro Combo product page,A,IDENTITY|PRICE,United States,,2026-08-27,,
src-7e42a2691948,https://www.tineco.cn/,"Tineco Intelligent Technology Co., Ltd.","Tineco CN site (ICP filing confirms Jiangsu registration) -- moderate confidence, see notes",A,IDENTITY,China,,2026-08-27,,
src-c6d094d46de5,https://de-store.tineco.com/products/tineco-floor-one-s9-artist-nass-und-trockensauger,Tineco DE,Tineco FLOOR ONE S9 Artist product page,A,IDENTITY|PRICE,Germany,,2026-08-27,,
src-221a0891e280,https://www.miele.com/en/com/locations-2090.htm,Miele & Cie. KG,Miele global locations / HQ (Gutersloh),A,IDENTITY,Germany,,2026-08-27,,
src-c6173f67599e,https://www.miele.nl/c/triflex-hx2-3961.htm,Miele NL,Miele Triflex HX2 Cat & Dog product page,A,IDENTITY|PRICE,Netherlands,,2026-08-27,,
src-c5e08ef5c8af,https://www.bsh-group.com/legal-notice/,BSH Hausgeraete GmbH,BSH legal notice / HQ (Munich),A,IDENTITY,Germany,,2026-08-27,,
src-53bfdbca981c,https://www.bosch-home.nl/nl/category/stofzuigers/oplaadbare-stofzuigers/unlimited,Bosch Home (BSH) NL,Bosch Unlimited 7 ProHygienic Aqua category/product page,A,IDENTITY|PRICE,Netherlands,,2026-08-27,,
src-85db7939dbaa,https://www.electroluxgroup.com/en/electrolux-group-headquarters-17256/,Electrolux AB,Electrolux Group headquarters page (Stockholm),A,IDENTITY,Sweden,,2026-08-27,,
src-4a3bd5e9b40e,https://loja.electrolux.com.br/aspirador-de-po-vertical-18v-ergorapido-electrolux-sem-fio-2-em-1-luz-led-ate-35-min--erg25n-/p,Electrolux Brazil,Electrolux Ergorapido ERG25N product page,A,IDENTITY|PRICE,Brazil,,2026-08-27,,
src-1a4e76ffaf63,https://ring.com/privacy-notice,Ring LLC (Amazon),"Ring privacy notice / HQ (Hawthorne, CA)",A,IDENTITY,United States,,2026-08-27,,
src-c1db2b75cb74,https://ring.com/eu/en/products/battery-doorbell-plus-2nd-gen,Ring EU,Ring Battery Video Doorbell Plus (2nd Gen) product page,A,IDENTITY|PRICE,EU,,2026-08-27,,
src-396512feed8a,https://www.anker-in.com/story,Anker Innovations,"Anker corporate story / HQ (Changsha, Hunan)",A,IDENTITY,China,,2026-08-27,,
src-bb50e9b26f16,https://www.eufy.com/products/t8214111,eufy (Anker),eufy Video Doorbell E340 T8214111 product page,A,IDENTITY|PRICE,United States,,2026-08-27,,
src-ea7137f4476d,https://www.eufy.com/eu-en/products/t8w11321,eufy (Anker),eufy Indoor Cam C220 T8W11321 product page,A,IDENTITY|PRICE,EU,,2026-08-27,,
src-0c6139b9c41a,https://www.ezviz.com/legal/privacy-notice-of-ezviz-customer-services,"Hangzhou EZVIZ Network Co., Ltd.",EZVIZ privacy notice / HQ (Hangzhou),A,IDENTITY,China,,2026-08-27,,
src-601acb2b537e,https://www.page.ezviz.com/ezviz-us-deals/,EZVIZ US,EZVIZ DB1C Wi-Fi Video Doorbell deals page,A,IDENTITY|PRICE,United States,,2026-08-27,,
src-d5c128bc12ca,https://www.petsafe.com/about-us,Radio Systems Corporation (PetSafe),"PetSafe About Us / HQ (Knoxville, TN)",A,IDENTITY,United States,,2026-08-27,,
src-7132bb6d8b26,https://www.petsafe.com/gb/p/smart-feed-automatic-dog-and-cat-feeder/PFD19-16861/,PetSafe UK,PetSafe Smart Feed Automatic Dog and Cat Feeder product page,A,IDENTITY|PRICE,United Kingdom,,2026-08-27,,
src-d4d165cfe013,https://www.surepetcare.com/en-gb/contact-us,SureFlap Ltd (Sure Petcare),Sure Petcare contact page / HQ (Cambourne),A,IDENTITY,United Kingdom,,2026-08-27,,
src-7b142201fdb4,https://www.surepetcare.com/en-gb/pet-feeder/microchip-pet-feeder-connect,Sure Petcare,SureFeed Microchip Pet Feeder Connect product page,A,IDENTITY|PRICE,United Kingdom,,2026-08-27,,
src-cf374721b4d5,https://www.surepetcare.com/en-gb/felaqua-connect,Sure Petcare,Felaqua Connect product page,A,IDENTITY|PRICE,United Kingdom,,2026-08-27,,
src-6456ce4079ad,https://www.catit.com/imprint/,Rolf C. Hagen Inc. (Catit),"Catit imprint / HQ (Baie d'Urfe, Quebec)",A,IDENTITY,Canada,,2026-08-27,,
src-32c26136ecbd,https://catit.co.uk/products/catit-pixi-fountain-4-colour-options,Catit UK,Catit PIXI Water Drinking Fountain product page,A,IDENTITY|PRICE,United Kingdom,,2026-08-27,,
src-441a1f246eb2,https://petlibro.com/pages/contact-us,PetLibro,"PetLibro contact page / HQ (Santa Clara, CA)",A,IDENTITY,United States,,2026-08-27,,
src-bc0adbc54262,https://uk.petlibro.com/products/petlibro-granary-automatic-pet-feeder-with-camera,PetLibro UK,PetLibro Granary Smart Camera Feeder product page,A,IDENTITY|PRICE,United Kingdom,,2026-08-27,,
src-bbca5f2a8df9,https://www.husqvarnagroup.com/en/contact,Husqvarna AB,Husqvarna Group contact / HQ (Jonkoping/Huskvarna),A,IDENTITY,Sweden,,2026-08-27,,
src-de0ed4ef3ce6,https://www.gardena.com/int/imprint/,GARDENA GmbH,GARDENA imprint / HQ (Ulm),A,IDENTITY,Germany,,2026-08-27,,
src-1b69118690aa,https://www.ecovacs.com/global/about-ecovacs,ECOVACS Robotics,ECOVACS About / HQ (Suzhou),A,IDENTITY,China,,2026-08-27,,
src-aea595e29612,https://www.ecovacs.com/nl/shop/goat-robotic-lawn-mower/goat-a3000-lidar-pro,ECOVACS NL,ECOVACS GOAT A3000 LiDAR PRO product page,A,IDENTITY|PRICE,Netherlands,,2026-08-27,,
src-6b990e2697ed,https://www.worx.com/terms-condition,Positec Tool Corporation (Worx),Worx terms/conditions -- North Carolina office (see notes: global parent HQ unconfirmed),A,IDENTITY,United States,,2026-08-27,,
src-8c71bcc6226b,https://www.worx.com/landroid/landroid-listing/,Worx (Positec),Worx Landroid M WR147 product listing,A,IDENTITY|PRICE,United States,,2026-08-27,,
src-76a853f9e086,"https://dyson-h.assetsadobe2.com/is/image/content/dam/dyson/images/products/hero/369690-01.png?$responsive$&cropPathE=desktop&fit=stretch,1&wid=1920",Dyson,Dyson Purifier Cool TP07 hero image asset,A,IMAGE,Netherlands,,2026-08-27,,
src-f99d4b7a79da,"https://dyson-h.assetsadobe2.com/is/image/content/dam/dyson/images/products/hero/379491-01.png?$responsive$&cropPathE=desktop&fit=stretch,1&wid=1920",Dyson,Dyson Purifier Humidify+Cool Formaldehyde PH04 hero image asset,A,IMAGE,Netherlands,,2026-08-27,,
src-83b8ed5c77d0,https://www.ikea.com/nl/en/images/products/starkvind-air-purifier-black-smart__0978609_pe814182_s5.jpg,IKEA,STARKVIND Air purifier black/smart hero image asset,A,IMAGE,Netherlands,,2026-08-27,,
src-a4aee965d218,https://winixeurope.eu/wp-content/uploads/2024/10/Luchtreiniger-winix-T800-met-app.png,WINIX Europe,WINIX T800 hero image asset,A,IMAGE,United Kingdom,,2026-08-27,,
src-e8021ecf8d9d,https://coway.co.uk/cdn/shop/files/WhiteMain_430x_49f76bdc-505c-4ca6-9ab6-d6220f1e5df9.webp?v=1774951834,Coway UK,Airmega 150 White hero image asset,A,IMAGE,United Kingdom,,2026-08-27,,
src-ea262e8901c7,https://coway.co.uk/cdn/shop/files/B071SLZRRV.PT01.webp?v=1774960049,Coway UK,Airmega Mighty Black gallery image asset (confirmed via product JSON despite legacy filename),A,IMAGE,United Kingdom,,2026-08-27,,
src-6c6cf9876a8b,https://levoit.co.uk/cdn/shop/files/B0FDWK7YL2.MAIN.jpg?v=1775118661,Levoit UK,Levoit Core 300S hero image asset,A,IMAGE,United Kingdom,,2026-08-27,,
src-db7ae2aea7c6,https://levoit.co.uk/cdn/shop/files/B0BSFX9YJ2.MAIN.png?v=1706015161,Levoit UK,Levoit OasisMist Smart Humidifier hero image asset,A,IMAGE,United Kingdom,,2026-08-27,,
src-041ce5457da8,https://www.dyson.nl/luchtbehandeling/luchtreiniger-ventilator/purifier-cool-tp07,Air deep-dive research,TP07 product/spec page (intelligence + claims),A,SPEC,,,2026-08-27,,
src-c1c10763f906,https://www.dyson.nl/luchtbehandeling/luchtreiniger-luchtbevochtiger-ventilator/purifier-humidify-cool-formaldehyde-ph04,Air deep-dive research,PH04 product/spec page (intelligence + claims),A,SPEC,,,2026-08-27,,
src-8d1a8fa1b680,https://www.ikea.com/nl/en/p/starkvind-air-purifier-black-smart-60502013/,Air deep-dive research,STARKVIND product/spec page (intelligence + claims),A,SPEC,,,2026-08-27,,
src-9652b0161bd0,https://winixeurope.eu/en/air-purifiers/air-purifier-winix-t800/,Air deep-dive research,T800 product/spec page (intelligence + claims),A,SPEC,,,2026-08-27,,
src-a80922df1d87,https://coway.co.uk/products/airmega-150-white,Air deep-dive research,AIRMEGA150 product/spec page (intelligence + claims),A,SPEC,,,2026-08-27,,
src-4f39a466b679,https://coway.co.uk/products/airmega-c-mighty,Air deep-dive research,AIRMEGAMIGHTY product/spec page (intelligence + claims),A,SPEC,,,2026-08-27,,
src-4248e3ef755d,https://levoit.co.uk/products/levoit-core-300s-smart-air-purifier,Air deep-dive research,CORE300S product/spec page (intelligence + claims),A,SPEC,,,2026-08-27,,
src-2c7426755806,https://levoit.co.uk/products/levoit-oasismist-smart-humidifier,Air deep-dive research,OASISMIST product/spec page (intelligence + claims),A,SPEC,,,2026-08-27,,
src-3545cad656ec,https://www.ikea.com/be/en/p/starkvind-air-purifier-black-smart-60502013/,IKEA BE,STARKVIND spec page (BE market),A,SPEC,Belgium,,2026-08-27,,
src-3f5eebb68a41,https://coway.co.uk/products/airmega-mighty-black,Coway UK,Airmega Mighty Black spec page,A,SPEC,United Kingdom,,2026-08-27,,
src-f4b51ffe4353,https://ahamdir.com,AHAM Verifide,AHAM Verifide public certified-product directory,A,COMPLIANCE,United States,,2026-08-27,,
src-c29273de96d7,https://data.energystar.gov/resource/gaa3-swy6.json,ENERGY STAR,ENERGY STAR certified Room Air Cleaners dataset,A,COMPLIANCE,United States,,2026-08-27,,
src-0d276360b911,https://ww2.arb.ca.gov/list-carb-certified-air-cleaning-devices,California Air Resources Board (CARB),CARB certified air-cleaning devices list,A,COMPLIANCE,United States,,2026-08-27,,
src-fa087bbad0bc,https://www.dyson.nl/support/journey/tools/965432-01,Dyson NL Support,Dyson combi HEPA+Carbon filter 965432-01 support/filter page,A,ACCESSORY,Netherlands,,2026-08-27,,
src-91110683e7d4,https://www.dyson.com/content/dam/dyson/for-business/business-refresh/docs/us/air-treatment/nov-2023/Dyson-Purifier-Cool-TP07-Tech%20Spec_2024.pdf,Dyson,Dyson Purifier Cool TP07 official tech-spec PDF,A,SPEC,United States,,2026-08-27,,
src-be883ecbc995,https://www.ikea.com/nl/nl/p/starkvind-deeltjesfilter-30461943/,IKEA NL,STARKVIND Deeltjesfilter (particle filter) 304.619.43 product page,A,ACCESSORY,Netherlands,,2026-08-27,,
src-478a7021d43d,https://www.ikea.com/nl/nl/p/starkvind-luchtreiniger-zwart-smart-60502013/,IKEA NL,STARKVIND machine page (power + filter-interval note),A,SPEC,Netherlands,,2026-08-27,,
src-4322b0be2b5c,https://winixeurope.eu/en/filters/air-purifier-filter-winix-gr/,WINIX Europe,WINIX FILTER GR (1712-0118-04) replacement filter page,A,ACCESSORY,United Kingdom,,2026-08-27,,
src-d2a39d0421eb,https://winixeurope.eu/wp-content/uploads/2024/10/T800_AT8U457-NWE_User-ManualWEB_EU_240731-compressed.pdf,WINIX Europe,WINIX T800 AT8U457-NWE official user manual,A,MANUAL,United Kingdom,,2026-08-27,,
src-3e90783b55a7,https://coway.co.uk/products/airmega-150-filters,Coway UK,Airmega 150 Filter Set product page,A,ACCESSORY,United Kingdom,,2026-08-27,,
src-4bdbeab9def9,https://cowaymega.com/products/airmega-150,Coway,Coway Airmega 150 official spec page (power consumption),A,SPEC,United States,,2026-08-27,,
src-8809c78597ca,https://coway.co.uk/products/airmega-mighty-200m-filters,Coway UK,Airmega Mighty Standard Filter Set product page,A,ACCESSORY,United Kingdom,,2026-08-27,,
src-6f5391c40897,https://cowaymega.com/products/mighty-ap-1512hh,Coway,Coway Airmega Mighty AP-1512HH official spec page (power consumption),A,SPEC,United States,,2026-08-27,,
src-cc282f2be39b,https://levoit.co.uk/products/levoit-core-300-300s-air-purifier-replacement-filter,Levoit UK,Levoit Core 300/300S Core 300-RF replacement filter page,A,ACCESSORY,United Kingdom,,2026-08-27,,
src-af85d28bee00,https://levoit.com/products/oasismist-smart-humidifier,Levoit,Levoit OasisMist Smart Humidifier official spec page (power),A,SPEC,United States,,2026-08-27,,
src-b7d4c5ed5388,https://www.sharkninja.com/on/demandware.static/Sites-US-SharkNinja-Site/-/default/dw9b4ced6d/images/logo.svg,SharkNinja (Ninja),SharkNinja (Ninja) official logo asset,A,IMAGE,,,2026-08-27,,
src-c2fe365dea32,https://cosori.com/cdn/shop/files/Layer_111.svg?v=1751444197,"Vesync Co., Ltd. (Cosori)","Vesync Co., Ltd. (Cosori) official logo asset",A,IMAGE,,,2026-08-27,,
src-f3c1ea42da79,https://www.bajajelectricals.com/cdn/shop/files/BAJAJ_Gif.gif?v=1777273004,Bajaj Electricals Ltd,Bajaj Electricals Ltd official logo asset,A,IMAGE,,,2026-08-27,,
src-f103ec5099b8,https://instantpot.com/cdn/shop/files/LogoWhite_1.png?v=1741772944,Instant Brands (Corelle Brands),Instant Brands (Corelle Brands) official logo asset,A,IMAGE,,,2026-08-27,,
src-cc03414bfe69,https://www.vitamix.com/icons/logo.svg,Vitamix Corporation,Vitamix Corporation official logo asset,A,IMAGE,,,2026-08-27,,
src-118c9a2851c4,https://www.tefal.pt/assets/icons/icons_tefal/icon-brand.svg#icon-brand,Tefal (Groupe SEB),Tefal (Groupe SEB) official logo asset,A,IMAGE,,,2026-08-27,,
src-2ea391e5cc8b,https://www.braunhousehold.com/mobify/bundle/241/static/icons/app-icon-512.png,Braun Household (De'Longhi),Braun Household (De'Longhi) official logo asset,A,IMAGE,,,2026-08-27,,
src-e9fb53e5050c,https://steam-one.com/cdn/shop/files/Logo_SteamOne_320x80px.svg?v=1718027139,SteamOne (STEAMONE SASU),SteamOne (STEAMONE SASU) official logo asset,A,IMAGE,,,2026-08-27,,
src-7cafc91bd804,https://www.dyson.pt/etc.clientlibs/dyson/clientlibs/clientlib-main/resources/images/dyson-logo.svg,Dyson,Dyson official logo asset,A,IMAGE,,,2026-08-27,,
src-e97f3e365b27,https://www.ikea.com/global/assets/logos/brand/ikea.svg,Inter IKEA Systems B.V. (IKEA),Inter IKEA Systems B.V. (IKEA) official logo asset,A,IMAGE,,,2026-08-27,,
src-775f7515d906,https://winixeurope.eu/wp-content/uploads/2022/10/logo_WINIX_head.svg,WINIX,WINIX official logo asset,A,IMAGE,,,2026-08-27,,
src-29d74b34de67,https://coway.co.uk/cdn/shop/files/Coway_logo_2020.webp?v=1726227384,Coway,Coway official logo asset,A,IMAGE,,,2026-08-27,,
src-65543080ddbe,https://levoit.com/cdn/shop/files/Logo1_a249a91a-3fe7-49f1-a24c-e13de97dcfc7.png?v=1780401229,"VeSync Co., Ltd. (Levoit)","VeSync Co., Ltd. (Levoit) official logo asset",A,IMAGE,,,2026-08-27,,
src-456ad67c918c,https://www.delonghigroup.com/themes/custom/delonghi/logo.svg,De'Longhi Group (De'Longhi S.p.A.),De'Longhi Group (De'Longhi S.p.A.) official logo asset,A,IMAGE,,,2026-08-27,,
src-27f97f5e948d,https://pt.jura.com/images/logo.png,JURA Elektroapparate AG,JURA Elektroapparate AG official logo asset,A,IMAGE,,,2026-08-27,,
src-b407e6f40c88,https://s7g10.scene7.com/is/content/melitta/logo-2?ts=1746726146817&dpr=off,Melitta Group,Melitta Group official logo asset,A,IMAGE,,,2026-08-27,,
src-cf9d4d1b0daa,https://www.nespresso.com/ecom/medias/sys_master/public/10826830872606/logo-white.svg,Nestle Nespresso SA,Nestle Nespresso SA official logo asset,A,IMAGE,,,2026-08-27,,
src-e38c8a8e4784,https://breville.scene7.com/is/image/brevilleprod/sage-logo-purple,Breville Group Limited (Sage),Breville Group Limited (Sage) official logo asset,A,IMAGE,,,2026-08-27,,
src-474d5510b8d3,https://www.krups.pt/medias/krups-logo-PT?context=bWFzdGVyfHJvb3R8MzU0NnxpbWFnZS9zdmcreG1sfGFHSmlMMmd5TWk4eE16ZzBOVFV5T1RjeU1qa3hNQzU0Yld3fDdhY2MyZTQ3NTVkODhmNjE3ZDc5OGQ0ZGE4NWJkOThiMTViYjY3YmM3Yjk0NmIxMGJjYThkZTE1YWQxYjU4MmQ,Groupe SEB (Krups),Groupe SEB (Krups) official logo asset,A,IMAGE,,,2026-08-27,,
src-7ac139494fc9,https://global.roborock.com/cdn/shop/files/Roborock_logo_share_1200x1200.jpg?v=1758524759,"Beijing Roborock Technology Co., Ltd.","Beijing Roborock Technology Co., Ltd. official logo asset",A,IMAGE,,,2026-08-27,,
src-5a45ba7963ce,https://global.tineco.com/imgs/logo.png,"Tineco Intelligent Technology Co., Ltd.","Tineco Intelligent Technology Co., Ltd. official logo asset",A,IMAGE,,,2026-08-27,,
src-bbfb5e5c2d22,https://www.miele.com/media/common/img/Miele_Logo.svg,Miele & Cie. KG,Miele & Cie. KG official logo asset,A,IMAGE,,,2026-08-27,,
src-ebe50dfa1e66,https://www.bosch-home.com/store/medias/sys_master/root/h9d/h06/12327950975006/favicon-png-196x196.png,BSH Hausgeraete GmbH (Bosch),BSH Hausgeraete GmbH (Bosch) official logo asset,A,IMAGE,,,2026-08-27,,
src-a96078e53f95,https://www.electroluxgroup.com/wp-content/themes/electrolux_2023/assets/images/logo-blue-2022.svg,Electrolux AB (Electrolux Group),Electrolux AB (Electrolux Group) official logo asset,A,IMAGE,,,2026-08-27,,
src-b7fc496d5780,https://www.eufy.com/icon.png,Anker Innovations (eufy),Anker Innovations (eufy) official logo asset,A,IMAGE,,,2026-08-27,,
src-69fa9cda76d9,https://sgpmall-statics.ezvizlife.com/ovs_mall/web/img/index/EZVIZ_logo.png,"Hangzhou EZVIZ Network Co., Ltd.","Hangzhou EZVIZ Network Co., Ltd. official logo asset",A,IMAGE,,,2026-08-27,,
src-482030c5dfcb,https://www.petsafe.com/static/yellow-logo-3adbc27af5957f75728116d18d09c654.svg,Radio Systems Corporation (PetSafe),Radio Systems Corporation (PetSafe) official logo asset,A,IMAGE,,,2026-08-27,,
src-ca03b639c3b8,https://www.surepetcare.com/media/sure_petcare_logos/sure_petcare_logo_paw_landscape_rgb_438x171.png,SureFlap Ltd (Sure Petcare),SureFlap Ltd (Sure Petcare) official logo asset,A,IMAGE,,,2026-08-27,,
src-b53e202dd6f5,https://www.catit.com/wp-content/uploads/2022/07/catit-logo-gold1x.png,Rolf C. Hagen Inc. (Catit),Rolf C. Hagen Inc. (Catit) official logo asset,A,IMAGE,,,2026-08-27,,
src-15a977c8a06e,https://petlibro.com/cdn/shop/files/Petlibro_Wordmark-Small_RGB_Black_1.svg?v=1715477673&width=600,PetLibro,PetLibro official logo asset,A,IMAGE,,,2026-08-27,,
src-f06f088691ed,https://www-static-nw.husqvarna.com/-/images/aprimo/husqvarna-construction/brand/illustrations/logo/husqvarna-logo.png?v=8b5384ccb5cafb41&format=PNG_SQUARE_CONTAIN_XL,Husqvarna AB / Husqvarna Group,Husqvarna AB / Husqvarna Group official logo asset,A,IMAGE,,,2026-08-27,,
src-afcf4a9014fe,https://www.gardena.com/on/demandware.static/-/Library-Sites-Gardena/default/dw6cee842c/images/logo.svg,GARDENA GmbH,GARDENA GmbH official logo asset,A,IMAGE,,,2026-08-27,,
src-b0fe986580bb,https://site-static.ecovacs.com/v4/static/apple-touch-icon.png,ECOVACS Robotics,ECOVACS Robotics official logo asset,A,IMAGE,,,2026-08-27,,
src-32bcdaf2d816,https://www.worx.com/static/version1780984923/frontend/BlueAcorn/site/en_US/images/logo.svg,Positec Tool Corporation (Worx),Positec Tool Corporation (Worx) official logo asset,A,IMAGE,,,2026-08-27,,
src-d6526ebb41a3,https://www.groupeseb.com/en/webzine/new-head-office-site-focused-future,Groupe SEB,Groupe SEB HQ (Ecully),A,IDENTITY,France,,2026-08-27,,
src-e9be02721801,https://www.arno.com.br/fritadeira-sem-oleo-air-fryer-arno-mega-7-5l-preta-afm7-1510002779/p,Arno (Groupe SEB),Arno Mega Air Fryer AFM7 product page,A,IDENTITY|PRICE,Brazil,,2026-08-27,,
src-6ac7c5f20085,https://www.mondial.com.br/politica-de-privacidade,MK Eletrodomesticos Mondial S/A,"Mondial privacy policy / HQ (Conceicao do Jacuipe, BA)",A,IDENTITY,Brazil,,2026-08-27,,
src-35b429d138a7,https://www.mondial.com.br/fritadeira-sem-oleo-air-fryer-4l-mondial-preto-1500w-afn-40-bf/p,Mondial,Mondial Air Fryer 4L AFN-40-BF product page,A,IDENTITY|PRICE,Brazil,,2026-08-27,,
src-5882f5ed49ea,https://loja.electrolux.com.br/liquidificador-electrolux-700w-com-copo-de-vidro-tecnologia-truflow-experience-ebs30/p,Electrolux Brazil,Electrolux Blender EBS30 product page,A,IDENTITY|PRICE,Brazil,,2026-08-27,,
src-19ce8ad16681,https://www.econodata.com.br/consulta-empresa/76492701000157-britania-eletrodomesticos-sa,Econodata (business registry citing Britania CNPJ filing),"Britania Eletrodomesticos S.A. registry record / HQ (Curitiba, PR)",B,IDENTITY,Brazil,,2026-08-27,,
src-c95f282112ed,https://www.britania.com.br/fritadeira-air-fryer-baf52-127v-063801119/p,Britania,Britania Air Fryer BAF52 product page,A,IDENTITY|PRICE,Brazil,,2026-08-27,,
src-bd1a1fec02df,https://www.britania.com.br/umidificador-britania-bud05b-24l/p,Britania,Britania Humidifier BUD05B product page,A,IDENTITY|PRICE,Brazil,,2026-08-27,,
src-a87eceddcb84,https://www.cadence.com.br/simplifique,Cadence Eletrodomesticos,"Cadence corporate page / HQ (Sao Paulo, SP)",A,IDENTITY,Brazil,,2026-08-27,,
src-dc24af0d5959,https://www.cadence.com.br/ventilador-cadence-refresh-turbo-pro/p,Cadence,Cadence Ventilador Refresh Turbo Pro VTR420 product page,A,IDENTITY|PRICE,Brazil,,2026-08-27,,
